term,tone
успевать_INFN,negative
бетон_NOUN,negative
крышечка_NOUN,negative
критерий_NOUN,negative
панорама_NOUN,negative
серебристый_ADJF,negative
невысокий_ADJF,negative
болезнь_NOUN,negative
требовательный_ADJF,positive
трещать_INFN,negative
переключаться_INFN,negative
добиться_INFN,positive
обратиться_INFN,negative
снятой_ADJF,negative
бегать_INFN,negative
бережный_ADJF,positive
июнь_NOUN,negative
расстроиться_INFN,negative
идея_NOUN,negative
поймать_INFN,negative
перекрывать_INFN,negative
сталкиваться_INFN,negative
велик_NOUN,negative
заканчиваться_INFN,negative
непривычно_ADVB,negative
лишить_INFN,negative
сентябрь_NOUN,negative
люмия_NOUN,negative
отключиться_INFN,negative
заморочка_NOUN,negative
март_NOUN,negative
статус_NOUN,negative
гироскоп_NOUN,negative
забрать_INFN,negative
центральный_ADJF,negative
принципиально_ADVB,negative
испортить_INFN,negative
крутить_INFN,negative
биться_INFN,negative
испытывать_INFN,negative
спец_NOUN,negative
обеспечивать_INFN,negative
справа_ADVB,negative
хвалёный_ADJF,negative
впечатлять_INFN,positive
потреблять_INFN,negative
передать_INFN,negative
кастома_NOUN,negative
европа_NOUN,negative
промахиваться_INFN,negative
акумулятор_NOUN,negative
сворачивать_INFN,negative
ява_NOUN,negative
инетом_NOUN,negative
курс_NOUN,negative
подробно_ADVB,negative
заглючить_INFN,negative
даба_NOUN,negative
временами_ADVB,negative
виноватый_ADJF,negative
неоднократно_ADVB,negative
автомат_NOUN,negative
немножко_ADVB,negative
модный_ADJF,positive
штекер_NOUN,negative
прогадать_INFN,negative
лаж_NOUN,negative
пленочка_NOUN,negative
род_NOUN,negative
джек_NOUN,negative
холодное_NOUN,negative
мессенджер_NOUN,negative
определение_NOUN,negative
сенсорник_NOUN,negative
господин_NOUN,negative
низ_NOUN,negative
глючат_NOUN,negative
наслаждаться_INFN,positive
дурацкий_ADJF,negative
полчаса_NOUN,negative
привет_NOUN,negative
резко_ADVB,negative
неожиданно_ADVB,negative
поиграться_INFN,negative
взамен_ADVB,negative
принести_INFN,negative
джобс_NOUN,negative
чинить_INFN,negative
разнообразие_NOUN,negative
перевести_INFN,negative
тестировать_INFN,negative
трескаться_INFN,negative
доставка_NOUN,negative
уставать_INFN,negative
бизнес_NOUN,negative
ярко_ADVB,negative
доля_NOUN,negative
надоедать_INFN,negative
голов_NOUN,negative
съедать_INFN,negative
максимально_ADVB,negative
макро_ADVB,negative
огонь_NOUN,negative
мпикс_NOUN,negative
профиль_NOUN,negative
воспользоваться_INFN,negative
альтернативный_ADJF,negative
интеллектуальный_ADJF,negative
нить_NOUN,negative
строй_VERB,negative
допустить_INFN,negative
треск_NOUN,negative
вмятина_NOUN,negative
объектив_NOUN,negative
мультимедиа_NOUN,negative
огорчать_INFN,negative
скрин_NOUN,negative
многофункциональность_NOUN,negative
уверенность_NOUN,positive
вакуумный_ADJF,negative
вероятность_NOUN,negative
послать_INFN,negative
изучать_INFN,negative
агент_NOUN,negative
сыроватый_ADJF,negative
ругаться_INFN,negative
докупить_INFN,negative
редактировать_INFN,negative
впечатлить_INFN,positive
увеличивать_INFN,negative
исчезать_INFN,negative
проблемный_ADJF,negative
пошлый_ADJF,negative
полноэкранный_ADJF,negative
работоспособность_NOUN,positive
политика_NOUN,negative
нежный_ADJF,positive
накачать_INFN,negative
серфить_INFN,negative
привезти_INFN,negative
фронталка_NOUN,negative
бывший_ADJF,negative
адрес_NOUN,negative
тобыть_INFN,negative
перегружаться_INFN,neutral
шумный_ADJF,negative
муза_NOUN,negative
коммент_NOUN,negative
честной_ADJF,negative
шнурок_NOUN,negative
дороговатый_ADJF,negative
прямой_NOUN,positive
белые_NOUN,negative
адаптер_NOUN,negative
указанный_ADJF,negative
тактильный_ADJF,negative
пластмассовый_ADJF,negative
сын_NOUN,negative
семья_NOUN,negative
насыщенность_NOUN,positive
подставка_NOUN,negative
оттенок_NOUN,negative
последующий_ADJF,negative
ветер_NOUN,negative
правило_NOUN,negative
создание_NOUN,negative
переворачивать_INFN,negative
обладать_INFN,negative
размытый_ADJF,negative
добавление_NOUN,negative
производить_INFN,negative
внезапно_ADVB,negative
учесть_INFN,negative
отбой_NOUN,negative
особенный_ADJF,neutral
деление_NOUN,negative
некоторые_ADJF,negative
вафля_NOUN,negative
сказываться_INFN,negative
незаметный_ADJF,negative
гладкий_ADJF,negative
отменный_ADJF,positive
менюшка_NOUN,negative
вставать_INFN,negative
медиа_NOUN,negative
молодёжь_NOUN,negative
проводить_INFN,negative
схожий_ADJF,negative
сравниться_INFN,negative
переживать_INFN,negative
лист_NOUN,negative
лететь_INFN,negative
наклон_NOUN,negative
читаемый_ADJF,negative
недоступный_ADJF,negative
разблокироваться_INFN,negative
войти_INFN,negative
отзывчивость_NOUN,positive
хромать_INFN,negative
ненадёжный_ADJF,negative
кинуть_INFN,negative
относить_INFN,negative
сажать_INFN,negative
молодёжный_ADJF,negative
навигационный_ADJF,negative
приемлить_INFN,negative
графика_NOUN,negative
выпуск_NOUN,negative
закончить_INFN,negative
сработать_INFN,negative
старший_NOUN,negative
расшататься_INFN,negative
обменять_INFN,negative
удивлять_INFN,negative
кастомизация_NOUN,negative
июль_NOUN,negative
разряжать_INFN,negative
плоский_ADJF,neutral
лидер_NOUN,negative
клик_NOUN,negative
резиновый_ADJF,negative
тонкость_NOUN,positive
заказ_NOUN,negative
леново_ADVB,negative
алюминиевый_ADJF,negative
облако_NOUN,negative
ползунок_NOUN,negative
холодный_ADJF,neutral
вердикт_NOUN,negative
давольный_ADJF,negative
флешка_NOUN,negative
выскакивать_INFN,negative
окошко_NOUN,negative
мечтать_INFN,negative
вынести_INFN,negative
превращаться_INFN,negative
невозможный_ADJF,negative
ванна_NOUN,negative
занять_INFN,negative
объект_NOUN,negative
аудиоплеер_NOUN,negative
внимательный_ADJF,positive
группа_NOUN,negative
воспроизводиться_INFN,negative
перевернуть_INFN,negative
некий_ADJF,negative
негативный_ADJF,neutral
операция_NOUN,neutral
оттуда_ADVB,negative
програм_NOUN,negative
встроёный_ADJF,negative
редактор_NOUN,negative
низка_NOUN,negative
больно_ADVB,negative
перекинуть_INFN,negative
толком_ADVB,negative
кожаный_ADJF,negative
отработать_INFN,negative
выбросить_INFN,negative
ошибаться_INFN,negative
яблочник_NOUN,negative
скромный_ADJF,positive
обилие_NOUN,neutral
тон_NOUN,negative
возле_ADVB,negative
заставлять_INFN,negative
битый_ADJF,negative
мёртвый_NOUN,negative
жалоба_NOUN,negative
синхронизировать_INFN,negative
мгновенный_ADJF,negative
печально_ADVB,negative
присматриваться_INFN,negative
конкуренция_NOUN,negative
признать_INFN,positive
рифлёный_ADJF,negative
вертикальный_ADJF,negative
смерть_NOUN,negative
защищать_INFN,negative
нагружать_INFN,negative
тряпочка_NOUN,negative
свайп_NOUN,negative
резюме_NOUN,negative
хрупкость_NOUN,negative
закрытость_NOUN,neutral
туго_ADVB,negative
будить_INFN,negative
фейсбук_NOUN,negative
чат_NOUN,negative
программка_NOUN,negative
програмный_ADJF,negative
коллега_NOUN,negative
задать_INFN,negative
вновь_ADVB,negative
уйма_NOUN,negative
ложиться_INFN,negative
придирчивый_ADJF,negative
допилить_INFN,negative
помойка_NOUN,negative
редкость_NOUN,negative
мужской_ADJF,negative
обработка_NOUN,negative
устать_INFN,negative
глядеть_INFN,negative
назначение_NOUN,negative
обрадовать_INFN,negative
вывести_INFN,negative
копирование_NOUN,negative
вынуть_INFN,negative
винд_NOUN,negative
собрать_INFN,negative
попадаться_INFN,negative
недовольный_ADJF,negative
видимый_ADJF,neutral
чуток_ADVB,negative
оооочень_ADVB,negative
объёмный_ADJF,negative
хард_NOUN,negative
завершение_NOUN,negative
видио_NOUN,negative
недолго_ADVB,negative
норовить_INFN,negative
мегапиксельный_ADJF,negative
ощутимый_ADJF,negative
дискомфорт_NOUN,negative
выводить_INFN,negative
заставка_NOUN,negative
конечный_ADJF,negative
изменять_INFN,neutral
легенда_NOUN,negative
качелька_NOUN,negative
сохраняться_INFN,negative
ночное_NOUN,negative
учёба_NOUN,negative
завершить_INFN,negative
скудный_ADJF,negative
разнообразный_ADJF,negative
экранчик_NOUN,negative
разогнать_INFN,negative
андрюша_NOUN,negative
увеличиться_INFN,negative
резать_INFN,negative
доллар_NOUN,negative
лыжа_NOUN,negative
пересесть_INFN,negative
самолёт_NOUN,negative
многочисленный_ADJF,negative
вкладка_NOUN,negative
прошествие_NOUN,negative
закинуть_INFN,negative
удивиться_INFN,negative
письмо_NOUN,negative
голый_ADJF,negative
залезть_INFN,negative
грязный_ADJF,negative
рассчитать_INFN,negative
машинка_NOUN,negative
характерный_ADJF,negative
конвертация_NOUN,negative
повторять_INFN,negative
таков_ADJS,negative
развод_NOUN,negative
ля_NOUN,negative
спросить_INFN,negative
расстраивать_INFN,negative
восстанавливать_INFN,negative
обожать_INFN,positive
корея_NOUN,negative
вёдро_NOUN,negative
убийца_NOUN,negative
проигрываться_INFN,negative
сёрфинга_NOUN,negative
смазать_INFN,negative
ежедневный_ADJF,negative
выступать_INFN,negative
завод_NOUN,negative
манипуляция_NOUN,negative
раздумывать_INFN,negative
поправить_INFN,negative
блокировать_INFN,negative
дождаться_INFN,negative
контрастность_NOUN,negative
интуитивный_ADJF,positive
подносить_INFN,negative
давить_INFN,neutral
немало_ADVB,negative
пофига_NOUN,negative
люфтить_INFN,negative
кожа_NOUN,negative
скучный_ADJF,negative
канал_NOUN,negative
игроман_NOUN,negative
ребут_NOUN,negative
бесконечный_ADJF,negative
период_NOUN,negative
усиленный_ADJF,negative
глючность_NOUN,negative
безопасность_NOUN,positive
особа_NOUN,negative
вспоминать_INFN,negative
торец_NOUN,negative
флип_NOUN,negative
аккаунт_NOUN,negative
поднести_INFN,negative
приклеить_INFN,negative
дребезжать_INFN,negative
служилый_ADJF,negative
кайф_NOUN,positive
слежение_NOUN,negative
железный_ADJF,positive
таять_INFN,negative
кусочек_NOUN,negative
радуга_NOUN,negative
двигаться_INFN,negative
переводчик_NOUN,negative
дойти_INFN,negative
прикупить_INFN,negative
видеовызов_NOUN,negative
обойти_INFN,negative
часами_ADVB,negative
степень_NOUN,negative
реж_NOUN,negative
наверняка_ADVB,negative
найтись_INFN,negative
текстовый_ADJF,negative
выдать_INFN,negative
удаваться_INFN,negative
распознавать_INFN,negative
подобие_NOUN,negative
уменьшить_INFN,negative
раскладка_NOUN,negative
инженер_NOUN,negative
скотч_NOUN,negative
обязательный_ADJF,positive
слепнуть_INFN,negative
копаться_INFN,negative
регулировать_INFN,negative
удовлетворить_INFN,negative
незаметно_ADVB,negative
бесконечно_ADVB,negative
ночной_ADJF,negative
глупый_ADJF,negative
образоваться_INFN,positive
считаться_INFN,negative
категорически_ADVB,negative
толковый_ADJF,positive
катастрофически_ADVB,negative
непрерывный_ADJF,negative
обслуживание_NOUN,negative
залипать_INFN,negative
клевый_ADJF,positive
камень_NOUN,negative
разбирать_INFN,negative
подкачать_INFN,negative
блокироваться_INFN,negative
перезванивать_INFN,negative
погаснуть_INFN,negative
рулить_INFN,negative
жёлтый_ADJF,negative
практика_NOUN,negative
выносить_INFN,negative
пространство_NOUN,negative
определиться_INFN,negative
настоящее_NOUN,negative
вылет_NOUN,negative
сетевой_ADJF,negative
регулярный_ADJF,negative
попытаться_INFN,negative
возраст_NOUN,negative
браться_INFN,negative
виза_NOUN,negative
шаг_NOUN,negative
телек_NOUN,negative
цветной_ADJF,negative
ожидаться_INFN,negative
вынимание_NOUN,negative
подтвердить_INFN,negative
превратиться_INFN,negative
спорить_INFN,negative
адаптировать_INFN,negative
слух_NOUN,negative
пупереть_INFN,negative
беспокоить_INFN,negative
ровный_ADJF,positive
твой_ADJF,negative
рекламный_ADJF,negative
сугубо_ADVB,negative
прорезиненный_ADJF,negative
загрузчик_NOUN,negative
апаратый_ADJF,negative
привычно_ADVB,negative
актуальность_NOUN,positive
определённо_ADVB,negative
минеральный_ADJF,negative
нота_NOUN,negative
ощутить_INFN,negative
попугай_NOUN,negative
кинетический_ADJF,negative
подробный_ADJF,positive
вставляться_INFN,negative
классический_ADJF,negative
популярность_NOUN,positive
терпеть_INFN,negative
адресный_ADJF,negative
пальчик_NOUN,negative
тиша_NOUN,negative
акума_NOUN,negative
сходить_INFN,positive
шанс_NOUN,negative
скидка_NOUN,negative
прилегать_INFN,negative
ежедневно_ADVB,negative
питер_NOUN,negative
продолжительный_ADJF,negative
поверить_INFN,positive
секундомер_NOUN,negative
парочка_NOUN,negative
рывок_NOUN,negative
скрытый_ADJF,negative
пролистывание_NOUN,negative
студент_NOUN,negative
глупость_NOUN,negative
бетонный_ADJF,negative
обходиться_INFN,negative
навсегда_ADVB,negative
джинс_NOUN,negative
хранить_INFN,negative
потребление_NOUN,negative
беречь_INFN,negative
село_VERB,negative
создаваться_INFN,negative
закон_NOUN,negative
деловой_ADJF,positive
органайзер_NOUN,negative
извинить_INFN,positive
ношение_NOUN,negative
видеосъемка_NOUN,negative
исходящая_NOUN,negative
видимость_NOUN,neutral
макс_NOUN,negative
светить_INFN,negative
внезапный_ADJF,negative
октябрь_NOUN,negative
напичкать_INFN,negative
гонять_INFN,negative
мобилка_NOUN,negative
удаляться_INFN,negative
синхронизироваться_INFN,negative
некорректно_ADVB,negative
задевать_INFN,neutral
хозяин_NOUN,negative
кончиться_INFN,negative
вскоре_ADVB,negative
коментарий_NOUN,negative
юзер_NOUN,negative
неподходящий_ADJF,negative
снести_INFN,negative
альбомный_ADJF,negative
запоминать_INFN,negative
мигать_INFN,negative
способность_NOUN,negative
играться_INFN,negative
врать_INFN,negative
невероятный_ADJF,negative
банальный_ADJF,negative
экранный_ADJF,negative
лопнуть_INFN,neutral
закрытие_NOUN,negative
прожорливый_ADJF,negative
приставка_NOUN,negative
продлить_INFN,negative
обед_NOUN,negative
бела_NOUN,negative
стенка_NOUN,negative
новшество_NOUN,negative
зверёк_NOUN,negative
бакс_NOUN,negative
восстановить_INFN,negative
лето_NOUN,negative
видеоускоритель_NOUN,negative
скидывать_INFN,negative
мозги_NOUN,negative
барометр_NOUN,negative
потенциал_NOUN,negative
чушь_NOUN,negative
покопаться_INFN,neutral
сносный_ADJF,positive
видеозвонок_NOUN,negative
редактирование_NOUN,negative
природа_NOUN,negative
фотосъёмка_NOUN,negative
сворачивание_NOUN,negative
сюрприз_NOUN,negative
открыто_ADVB,negative
англ_NOUN,negative
унитаз_NOUN,negative
удержание_NOUN,negative
плотный_ADJF,positive
отставать_INFN,negative
школьник_NOUN,negative
транспорт_NOUN,negative
класный_ADJF,positive
действовать_INFN,negative
предназначить_INFN,negative
нехватать_INFN,negative
изумительный_ADJF,positive
щека_NOUN,negative
визуально_ADVB,negative
предусмотреть_INFN,negative
просмотреть_INFN,negative
видеозапись_NOUN,negative
итого_ADVB,negative
узкий_ADJF,neutral
гуд_NOUN,negative
клип_NOUN,negative
коммуникация_NOUN,negative
плавать_INFN,negative
перепробовать_INFN,negative
бить_INFN,negative
курить_INFN,negative
шутка_NOUN,negative
наиболее_ADVB,negative
женщина_NOUN,negative
недоработать_INFN,negative
боль_NOUN,negative
истечение_NOUN,negative
изрядно_ADVB,negative
задеть_INFN,neutral
единственно_ADVB,negative
детализация_NOUN,negative
годный_ADJF,negative
открыться_INFN,negative
греть_INFN,negative
мозг_NOUN,negative
громоздкий_ADJF,negative
барахло_NOUN,negative
нестабильный_ADJF,negative
сестра_NOUN,negative
ломать_INFN,negative
услуга_NOUN,negative
понести_INFN,negative
вис_NOUN,negative
блёкнуть_INFN,negative
приложить_INFN,negative
ноябрь_NOUN,negative
кот_NOUN,negative
прочесть_INFN,negative
граница_NOUN,negative
вылечить_INFN,negative
цикл_NOUN,negative
юзаний_NOUN,negative
печальный_ADJF,negative
деревянный_ADJF,negative
расшатываться_INFN,negative
актуально_ADVB,negative
искажение_NOUN,negative
кричать_INFN,negative
дух_NOUN,negative
утопить_INFN,negative
отрицательный_ADJF,neutral
гелекси_NOUN,negative
хром_NOUN,negative
битный_ADJF,negative
шершавый_ADJF,negative
мечта_NOUN,positive
разбиваться_INFN,negative
протяжение_NOUN,negative
слезать_INFN,negative
бортик_NOUN,negative
рф_NOUN,negative
шуметь_INFN,negative
айти_INFN,negative
ремешок_NOUN,negative
опасение_NOUN,negative
тормознутость_NOUN,negative
элегантный_ADJF,positive
поменяться_INFN,negative
исправлять_INFN,negative
извлечение_NOUN,negative
останавливаться_INFN,negative
логично_ADVB,negative
дизаин_NOUN,negative
бликовать_INFN,negative
сбрасываться_INFN,negative
просыпаться_INFN,negative
программист_NOUN,negative
указывать_INFN,negative
сонерик_NOUN,negative
свернуть_INFN,negative
стирать_INFN,negative
вышеперечисленный_ADJF,negative
резкий_ADJF,negative
уважение_NOUN,positive
похвастаться_INFN,negative
поднять_INFN,negative
повернуть_INFN,negative
барахлить_INFN,negative
завтра_ADVB,negative
совместить_INFN,negative
самса_NOUN,negative
интерес_NOUN,positive
резервный_ADJF,negative
типичный_ADJF,negative
предпочитать_INFN,negative
обрываться_INFN,negative
доверять_INFN,positive
гладко_ADVB,negative
связанный_ADJF,negative
удовлетворять_INFN,negative
сфоткать_INFN,negative
зарядиться_INFN,negative
страничка_NOUN,negative
пустяк_NOUN,neutral
сердце_NOUN,negative
топить_INFN,negative
здоровый_ADJF,positive
подверженный_ADJF,negative
тариф_NOUN,negative
оочень_ADVB,negative
аккомулятор_NOUN,negative
полка_NOUN,negative
освоить_INFN,negative
неадекватный_ADJF,negative
квадрат_NOUN,negative
цифровик_NOUN,negative
вверху_ADVB,negative
перебор_NOUN,negative
нереальный_ADJF,neutral
доверие_NOUN,positive
внести_INFN,negative
супруга_NOUN,negative
спешить_INFN,negative
прерываться_INFN,negative
вино_NOUN,negative
виброзвонок_NOUN,negative
поворачиваться_INFN,negative
приносить_INFN,negative
возвращать_INFN,negative
почтовый_ADJF,negative
превосходно_ADVB,negative
уверять_INFN,negative
сложноватый_ADJF,negative
детский_ADJF,negative
тщательно_ADVB,positive
фуфть_NOUN,negative
тестить_INFN,negative
шлак_NOUN,negative
брюки_NOUN,negative
усилие_NOUN,negative
одинаково_ADVB,negative
суперскай_NOUN,negative
пакет_NOUN,negative
длина_NOUN,negative
вылететь_INFN,negative
сериал_NOUN,negative
отпуск_NOUN,negative
век_ADVB,negative
ядовитый_ADJF,negative
перо_NOUN,negative
тёплый_ADJF,negative
устаревать_INFN,negative
покрыться_INFN,negative
поезд_NOUN,negative
исходить_INFN,negative
прикол_NOUN,negative
привязка_NOUN,negative
еда_NOUN,negative
нираз_ADVB,negative
реализация_NOUN,negative
составить_INFN,negative
отец_NOUN,negative
гласс_NOUN,negative
явление_NOUN,negative
официал_NOUN,negative
эксперимент_NOUN,negative
жаба_NOUN,negative
подзаряжать_INFN,negative
плюнуть_INFN,negative
видеорегистратор_NOUN,negative
проводник_NOUN,negative
гарантировать_INFN,negative
совершенство_NOUN,positive
удачно_ADVB,negative
душить_INFN,negative
презентабельный_ADJF,negative
ощущать_INFN,negative
долг_NOUN,neutral
экономичный_ADJF,negative
интенсивность_NOUN,positive
ифон_NOUN,negative
мышь_NOUN,negative
выгружать_INFN,negative
техподдержка_NOUN,negative
алюминий_NOUN,negative
предшественник_NOUN,negative
венгерский_ADJF,negative
толстоватый_ADJF,negative
гармин_NOUN,negative
качаться_INFN,negative
заставить_INFN,negative
глухой_ADJF,neutral
привязать_INFN,negative
роутереть_INFN,negative
жесть_NOUN,negative
совершать_INFN,negative
скопировать_INFN,negative
гнать_INFN,negative
заедать_INFN,neutral
стыдно_ADVB,negative
свойство_NOUN,negative
запихнуть_INFN,negative
вылезать_INFN,negative
серебряный_ADJF,negative
торчать_INFN,negative
очищать_INFN,negative
гвоздь_NOUN,negative
статья_NOUN,negative
наполовину_ADVB,negative
витрина_NOUN,negative
блютуса_NOUN,negative
эксплуатировать_INFN,negative
определить_INFN,negative
изящный_ADJF,positive
посторонний_ADJF,negative
внешность_NOUN,negative
доплатить_INFN,negative
симкарта_NOUN,negative
срабатывание_NOUN,negative
отправляться_INFN,negative
променять_INFN,negative
вырезать_INFN,negative
поход_NOUN,negative
тонуть_INFN,negative
троечка_NOUN,negative
мужчина_NOUN,negative
местный_ADJF,negative
бежать_INFN,negative
путать_INFN,negative
обсуждение_NOUN,negative
зернистость_NOUN,negative
ляпаться_INFN,negative
всяческий_ADJF,negative
самс_NOUN,negative
мокрый_ADJF,negative
жуть_NOUN,negative
грешить_INFN,negative
намучиться_INFN,negative
улёт_NOUN,negative
толстой_NOUN,negative
калибровка_NOUN,negative
зачастую_ADVB,negative
хотяб_VERB,negative
пресловутый_ADJF,negative
напрочь_ADVB,negative
слева_ADVB,negative
аппс_NOUN,negative
айос_NOUN,negative
процесор_NOUN,negative
соображать_INFN,negative
ударопрочный_ADJF,negative
блестящий_ADJF,positive
издавать_INFN,negative
посылать_INFN,negative
продержать_INFN,negative
интересовать_INFN,negative
роутер_VERB,negative
рисовать_INFN,negative
виснит_NOUN,negative
попросить_INFN,negative
оценивать_INFN,positive
мбитый_ADJF,negative
поворачивать_INFN,negative
бедный_ADJF,negative
глюкануть_INFN,negative
вытекать_INFN,negative
облезлый_ADJF,negative
айфоновский_ADJF,negative
связной_ADJF,negative
передумать_INFN,negative
перегреваться_INFN,negative
кончаться_INFN,negative
повредить_INFN,negative
отпадать_INFN,negative
наткнуться_INFN,negative
космос_NOUN,negative
закалить_INFN,negative
стандартно_ADVB,negative
облезть_INFN,negative
приехать_INFN,negative
завидовать_INFN,negative
хруст_NOUN,negative
продолжительность_NOUN,negative
прошиться_INFN,negative
разглядеть_INFN,negative
капелька_NOUN,negative
сенс_NOUN,negative
представитель_NOUN,negative
презентация_NOUN,negative
затвор_NOUN,negative
упомянуть_INFN,negative
исправимый_ADJF,negative
бумага_NOUN,negative
относительный_ADJF,negative
поделать_INFN,negative
кромка_NOUN,negative
афон_NOUN,negative
хрен_NOUN,negative
сток_NOUN,negative
устраняться_INFN,negative
нокиевский_ADJF,negative
упор_NOUN,negative
фпс_NOUN,negative
маркетинг_NOUN,negative
оптик_NOUN,negative
оранжевый_ADJF,negative
попросту_ADVB,negative
заляпываться_INFN,negative
горизонтально_ADVB,negative
выделяться_INFN,negative
терпимый_ADJF,positive
хреновый_ADJF,neutral
технически_ADVB,negative
удерживать_INFN,negative
отслужить_INFN,negative
источник_NOUN,negative
допиливать_INFN,negative
складываться_INFN,negative
слабовато_ADVB,negative
зуб_NOUN,negative
закрепить_INFN,negative
вправо_ADVB,negative
разие_NOUN,negative
пищать_INFN,neutral
живучесть_NOUN,positive
расписать_INFN,negative
опытный_ADJF,positive
переворот_NOUN,neutral
пожелеть_INFN,negative
развалиться_INFN,neutral
дохлый_ADJF,negative
сжирать_INFN,negative
напрямую_ADVB,negative
сбоить_INFN,negative
позиционироваться_INFN,negative
выронить_INFN,negative
умудриться_INFN,negative
расстаться_INFN,negative
поковыряться_INFN,negative
убираться_INFN,positive
фотограф_NOUN,negative
геймер_NOUN,negative
догадаться_INFN,negative
дача_NOUN,negative
логин_NOUN,negative
логичный_ADJF,positive
сомнительный_ADJF,negative
юзабилить_INFN,negative
убожество_NOUN,negative
композиция_NOUN,negative
гибкость_NOUN,negative
страх_ADVB,negative
дерзить_INFN,negative
гора_NOUN,negative
простор_NOUN,positive
пикс_NOUN,negative
связка_NOUN,negative
сидение_NOUN,negative
протереть_INFN,negative
абсолютный_ADJF,negative
бады_NOUN,negative
распространить_INFN,negative
подтверждать_INFN,negative
очистка_NOUN,negative
автобус_NOUN,negative
палка_NOUN,negative
активировать_INFN,negative
девочка_NOUN,negative
монстр_NOUN,negative
басовый_ADJF,negative
загораться_INFN,negative
осторожный_ADJF,positive
вложить_INFN,negative
отказывать_INFN,negative
бонус_NOUN,negative
одновременный_ADJF,negative
рвать_INFN,negative
банально_ADVB,negative
поделиться_INFN,negative
кусаться_INFN,negative
программно_ADVB,negative
совокупность_NOUN,negative
акция_NOUN,negative
докупать_INFN,negative
некритичный_ADJF,negative
ценить_INFN,positive
двухъядерный_ADJF,negative
вестись_INFN,negative
ковыряться_INFN,neutral
болеть_INFN,positive
превзойти_INFN,negative
инстаграмм_NOUN,negative
принципиальный_ADJF,positive
селфи_NOUN,negative
уверить_INFN,negative
реальность_NOUN,positive
док_NOUN,negative
покрыть_INFN,negative
старичок_NOUN,negative
германия_NOUN,negative
краш_NOUN,negative
ретина_NOUN,negative
неадекватно_ADVB,negative
европейский_ADJF,negative
свобода_NOUN,negative
гугловский_ADJF,negative
подлагивание_NOUN,negative
регистратор_NOUN,negative
прорыв_NOUN,negative
динамический_ADJF,negative
дожить_INFN,negative
немногий_ADJF,negative
дотянуться_INFN,negative
предостаточно_ADVB,negative
тянуться_INFN,negative
подписывать_INFN,negative
сумерки_NOUN,negative
номеронабиратель_NOUN,negative
тонна_NOUN,negative
выжить_INFN,negative
немаловажный_ADJF,negative
осуществляться_INFN,negative
подбирать_INFN,negative
оффлайна_NOUN,negative
отменно_ADVB,negative
ложный_ADJF,negative
отойти_INFN,negative
находка_NOUN,positive
пугаться_INFN,negative
бестолковый_ADJF,negative
сбиваться_INFN,positive
вибрировать_INFN,negative
киес_NOUN,negative
задействовать_INFN,negative
водить_INFN,negative
перевешивать_INFN,negative
потребоваться_INFN,negative
компьютерный_ADJF,negative
ясный_ADJF,positive
болтать_INFN,negative
отверстие_NOUN,negative
хилый_ADJF,negative
владение_NOUN,negative
совесть_NOUN,negative
запросто_ADVB,negative
неправильно_ADVB,negative
недоделать_INFN,negative
безупречный_ADJF,positive
лестница_NOUN,negative
вцелое_NOUN,negative
удивляться_INFN,negative
фраза_NOUN,negative
грамотно_ADVB,negative
напоминалка_NOUN,negative
инструмент_NOUN,negative
сохранение_NOUN,negative
лужа_NOUN,negative
совершенный_ADJF,positive
походить_INFN,negative
трудность_NOUN,negative
улучшать_INFN,positive
принудительно_ADVB,negative
мизерный_ADJF,negative
гик_NOUN,negative
приноровиться_INFN,negative
хрень_NOUN,negative
гиговый_NOUN,negative
привыкание_NOUN,positive
полезно_ADVB,negative
влажный_ADJF,negative
экстренный_ADJF,negative
всетаки_NOUN,negative
массовый_ADJF,negative
мимо_ADVB,negative
позиция_NOUN,negative
должное_NOUN,negative
давность_NOUN,negative
спереди_ADVB,negative
доработка_NOUN,negative
неизвестно_ADVB,negative
русифицировать_INFN,negative
потихоньку_ADVB,negative
аналогично_ADVB,negative
младший_ADJF,negative
мобайл_NOUN,negative
неудачно_ADVB,negative
противный_ADJF,negative
игрух_NOUN,negative
перерыв_NOUN,negative
мах_NOUN,negative
заключение_NOUN,neutral
подвисало_NOUN,negative
скоростной_ADJF,negative
осень_NOUN,negative
весомый_ADJF,positive
скатить_INFN,negative
фокусироваться_INFN,negative
добавиться_INFN,negative
нож_NOUN,negative
зверь_NOUN,neutral
фонтан_NOUN,negative
встретить_INFN,negative
поделка_NOUN,negative
принятие_NOUN,negative
хранение_NOUN,negative
архив_NOUN,negative
излишний_ADJF,negative
сопоставимый_ADJF,negative
окружающий_ADJF,negative
скучать_INFN,negative
бесспорный_ADJF,negative
вина_NOUN,negative
объективный_ADJF,positive
втыкать_INFN,negative
разочаровывать_INFN,negative
вылезти_INFN,negative
вовремя_ADVB,positive
подтупливать_INFN,negative
поставляться_INFN,negative
заядлый_ADJF,negative
банка_NOUN,negative
безупречно_ADVB,negative
очки_NOUN,negative
компас_NOUN,negative
профессиональный_ADJF,positive
похрустывать_INFN,negative
трещинка_NOUN,negative
стабилизатор_NOUN,negative
влажность_NOUN,negative
сумочка_NOUN,negative
комент_NOUN,negative
неожиданный_ADJF,negative
мышка_NOUN,negative
нагрузить_INFN,negative
квадратный_ADJF,negative
чуточку_ADVB,negative
монолитный_ADJF,negative
